text,keywords_indices,keywords_count
"['would', 'you', 'like', 'to', 'buy', 'a', 'book', 'about', 'this', 'topic']",[0],1
"['no', 'i', 'want', 'to', 'see', 'pictures', 'of', 'penguins', 'from', 'the', 'madagascar', 'movie']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['would', 'you', 'like', 'to', 'buy', 'some', 'stuff', 'related', 'pittsburgh', 'penguins']","[0, 2]",2
"['no', 'i', 'want', 'images', 'of', 'penguins', 'from', 'the', 'madagascar', 'movie']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['would', 'you', 'like', 'to', 'know', 'the', 'penguins', 'schedule']",[2],1
"['not', 'the', 'hockey', 'penguins', 'i', 'need', 'pictures', 'of', 'penguins', 'from', 'the', 'movie', 'madagascar']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['would', 'you', 'like', 'to', 'see', 'penguins', 'of', 'madagascar']",[4],1
"['no', 'i', 'would', 'like', 'to', 'pictures', 'of', 'penquins', 'in', 'the', 'movie', 'madagascar']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['are', 'you', 'interested', 'in', 'a', 'specific', 'type', 'of', 'penguin']",[8],1
"['no', 'i', 'want', 'pictures', 'of', 'the', 'penguin', 'characters', 'from', 'the', 'movie', 'madagascar']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['are', 'you', 'interested', 'in', 'the', 'penguins', 'of', 'madagascar']",[2],1
"['no', 'i', 'am', 'interested', 'in', 'the', 'penguins', 'that', 'were', 'in', 'the', 'animated', 'movie', 'madagascar', 'and', 'i', 'would', 'like', 'to', 'see', 'pictures', 'of', 'them']","[16, 17]",2
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['are', 'you', 'interested', 'in', 'where', 'penguins', 'live']",[5],1
"['no', 'i', 'would', 'like', 'to', 'see', 'pictures', 'from', 'the', 'animated', 'move', 'madagascar']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 1]",2
"['are', 'you', 'looking', 'for', 'a', 'specific', 'web', 'page']",[2],1
"['no', 'i', 'want', 'to', 'see', 'images', 'of', 'penguins', 'from', 'the', 'madagascar', 'movie']",[2],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 4, 9]",3
"['are', 'you', 'looking', 'for', 'any', 'specific', 'information', 'about', 'the', 'birds']","[2, 5]",2
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 4, 9]",3
"['are', 'you', 'looking', 'for', 'some', 'photos']",[5],1
"['yes', 'images', 'of', 'the', 'animated', 'movie', 'would', 'be', 'helpful']",[0],1
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 4]",2
"['are', 'you', 'referring', 'to', 'the', 'move']",[2],1
"['no', 'i', 'am', 'looking', 'for', 'images', 'of', 'the', 'movie', 'called', 'madagascar']","[3, 5, 8]",3
"['find', 'pictures', 'of', 'the', 'penguins', 'from', 'the', 'animated', 'movie', 'madagascar']","[0, 4]",2
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'interested', 'in', 'the', 'costs', 'of', 'building', 'a', 'fence']","[5, 7]",2
"['yes', 'specifically', 'chainlink', 'fences']",[2],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['will', 'this', 'be', 'a', 'tall', 'fence', 'or', 'short', 'fence']",[4],1
"['i', 'would', 'like', 'general', 'information', 'about', 'building', 'chainlink', 'fences']",[6],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['will', 'this', 'be', 'used', 'as', 'a', 'animal', 'pen']","[3, 6, 7]",3
"['no', 'i', 'just', 'want', 'to', 'know', 'how', 'to', 'build', 'it']","[3, 8]",2
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'keeping', 'people', 'out', 'or', 'animals', 'in']","[2, 3]",2
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'looking', 'for', 'companies', 'to', 'build', 'a', 'fence', 'for', 'you']","[2, 6]",2
"['no', 'im', 'trying', 'to', 'find', 'information', 'on', 'how', 'to', 'build', 'chainlink', 'fences']",[10],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']","[1, 3]",2
"['are', 'you', 'looking', 'for', 'fencebuilding', 'materials']","[2, 4]",2
"['yes', 'and', 'steps', 'on', 'how', 'to', 'erect', 'a', 'chainlink', 'fence']",[8],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'looking', 'for', 'instructions', 'to', 'build', 'a', 'fence']",[2],1
['yes'],[0],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'looking', 'for', 'places', 'to', 'buy', 'fencebuilding', 'materials']","[2, 4, 7]",3
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'trying', 'to', 'build', 'a', 'specific', 'kind', 'of', 'fence']",[4],1
"['yes', 'i', 'am', 'trying', 'to', 'build', 'a', 'chainlink', 'fence']","[5, 7]",2
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['are', 'you', 'using', 'this', 'around', 'the', 'yard']",[2],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['is', 'there', 'a', 'specific', 'material', 'it', 'needs', 'to', 'be', 'made', 'from', 'wood', 'cement', 'tin']",[11],1
"['any', 'material']",[1],1
"['find', 'information', 'about', 'building', 'chain', 'link', 'fences']",[3],1
"['no', 'i', 'want', 'information', 'on', 'the', 'city', 'of', 'bellvue', 'washington']",[2],1
"['find', 'information', 'about', 'bellevue', 'washington']",[3],1
"['are', 'you', 'referring', 'to', 'bellevue', 'iowa']",[4],1
"['yes', 'i', 'am']",[0],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['are', 'you', 'looking', 'bellevue', 'square', 'mall']",[2],1
"['no', 'general', 'infomation', 'on', 'bellevue', 'nebraska']",[1],1
"['find', 'information', 'about', 'bellevue', 'nebraska']","[0, 3]",2
"['are', 'you', 'referring', 'to', 'bellevue', 'washington']",[2],1
"['no', 'i', 'am', 'referring', 'to', 'bellevue', 'nebraska']",[3],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['do', 'you', 'need', 'information', 'about', 'bellevue', 'nebraska']",[2],1
"['yes', 'i', 'do']",[0],1
"['find', 'information', 'about', 'bellevue', 'nebraska']","[0, 3]",2
"['do', 'you', 'want', 'to', 'know', 'about', 'the', 'nearest', 'town', 'named', 'bellevue']",[2],1
"['yes', 'id', 'like', 'more', 'information', 'about', 'that', 'town']",[0],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['do', 'you', 'want', 'to', 'know', 'more', 'about', 'companies', 'headquartered', 'in', 'bellevue', 'washington']",[2],1
"['i', 'am', 'looking', 'for', 'bellevue', 'nebraska']",[2],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['do', 'you', 'want', 'to', 'know', 'more', 'about', 'the', 'bellevue', 'washington', 'local', 'government']",[2],1
"['no', 'i', 'want', 'information', 'about', 'bellevue', 'nebraska']",[2],1
"['find', 'information', 'about', 'bellevue', 'nebraska']","[0, 3]",2
"['would', 'you', 'like', 'to', 'see', 'notable', 'residents', 'of', 'bellevue', 'washington']",[0],1
"['possibly', 'but', 'i', 'dont', 'have', 'enough', 'information', 'to', 'be', 'able', 'to', 'answer', 'this', 'question']",[0],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['are', 'you', 'looking', 'for', 'bellevue', 'baptist', 'church']",[2],1
"['no', 'im', 'looking', 'for', 'bellevue', 'nebraska']",[1],1
"['find', 'information', 'about', 'bellevue', 'nebraska']","[0, 3, 4]",3
"['are', 'you', 'looking', 'for', 'a', 'hospital', 'in', 'new', 'york', 'ny']","[2, 7, 8]",3
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['are', 'you', 'looking', 'for', 'directions', 'to', 'bellevue']",[2],1
"['i', 'want', 'to', 'know', 'the', 'population', 'of', 'bellevue', 'nebraska']",[1],1
"['find', 'information', 'about', 'bellevue', 'nebraska']","[0, 3]",2
"['are', 'you', 'looking', 'for', 'the', 'college']",[2],1
"['no', 'i', 'need', 'information', 'about', 'the', 'city', 'of', 'bellevue', 'nebraska']",[2],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['are', 'you', 'looking', 'for', 'the', 'university', 'the', 'bellevue']",[2],1
"['no', 'i', 'want', 'more', 'information', 'about', 'bellevue', 'nebraska']",[2],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['are', 'you', 'looking', 'for', 'things', 'to', 'do', 'in', 'bellevue']",[2],1
"['no', 'just', 'basic', 'information', 'about', 'bellevue', 'nebraska']",[2],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[3],1
"['are', 'you', 'referring', 'to', 'bellevue', 'iowa']",[2],1
"['ni', 'i', 'am', 'interested', 'in', 'bellvue', 'nebreska']",[0],1
"['find', 'information', 'about', 'bellevue', 'nebraska']",[0],1
"['are', 'you', 'referring', 'to', 'bellevue', 'nebraska']",[2],1
"['yes', 'i', 'am']",[0],1
"['find', 'information', 'about', 'bellevue', 'nebraska']","[0, 3]",2
"['find', 'information', 'about', 'bellevue', 'hospital', 'center', 'in', 'new', 'york', 'ny']","[3, 4, 5]",3
"['are', 'you', 'referring', 'to', 'bellevue', 'washington']","[2, 5]",2
"['no', 'bellevue', 'hospital', 'in', 'new', 'york']",[5],1
"['find', 'information', 'about', 'bellevue', 'hospital', 'center', 'in', 'new', 'york', 'ny']","[7, 8]",2
"['no', 'i', 'am', 'referring', 'to', 'bellevue', 'hospital', 'center', 'in', 'new', 'york', 'ny', 'not', 'bellevue', 'ia']","[3, 7]",2
"['are', 'you', 'looking', 'bellevue', 'square', 'mall']","[3, 4]",2
"['find', 'the', 'homepage', 'of', 'bellevue', 'hospital', 'center', 'in', 'new', 'york', 'ny']","[2, 4, 6]",3
"['are', 'you', 'referring', 'to', 'bellevue', 'washington']","[2, 5]",2
"['no', 'i', 'want', 'the', 'hospital', 'that', 'is', 'in', 'new', 'york']",[9],1
"['find', 'the', 'homepage', 'of', 'bellevue', 'hospital', 'center', 'in', 'new', 'york', 'ny']","[2, 6, 8]",3
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']",[4],1
"['i', 'would', 'like', 'to', 'know', 'facts', 'about', 'the', 'creature', 'worm']","[8, 9]",2
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']","[3, 4, 7]",3
"['no', 'i', 'would', 'like', 'to', 'find', 'information', 'about', 'computer', 'viruses', 'and', 'worms']",[11],1
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']",[4],1
"['no', 'i', 'am', 'interested', 'in', 'computer', 'worms', 'viruses', 'and', 'spyware', 'information']","[6, 9]",2
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']",[7],1
"['no', 'i', 'need', 'information', 'on', 'the', 'types', 'of', 'worm', 'viruses', 'and', 'spyware', 'that', 'get', 'into', 'a', 'computer']","[6, 8, 11]",3
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']",[4],1
"['are', 'you', 'trying', 'to', 'find', 'out', 'what', 'worms', 'eat']",[7],1
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']","[4, 5]",2
"['do', 'you', 'want', 'to', 'find', 'out', 'about', 'the', 'animal', 'worm', 'or', 'a', 'why', 'a', 'person', 'is', 'called', 'a', 'worm']","[8, 9]",2
"['no', 'i', 'want', 'to', 'know', 'about', 'computer', 'worms']","[6, 7]",2
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']","[4, 5, 7]",3
"['do', 'you', 'want', 'to', 'know', 'about', 'worm', 'castings']",[6],1
"['no', 'im', 'looking', 'for', 'information', 'on', 'computer', 'worms']","[1, 7]",2
"['find', 'information', 'about', 'computer', 'worms', 'viruses', 'and', 'spyware']","[4, 5]",2
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['are', 'you', 'interested', 'in', 'knowing', 'more', 'about', 'a', 'computer', 'worm']",[9],1
"['no', 'real', 'worms']","[1, 2]",2
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'know', 'facts', 'about', 'the', 'creature', 'worm']","[2, 5, 9]",3
"['yes', 'the', 'creature', 'worm', 'in', 'nature']",[3],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'know', 'how', 'many', 'different', 'types', 'of', 'worms', 'there', 'are']","[8, 10]",2
"['no', 'id', 'like', 'to', 'know', 'what', 'role', 'worms', 'play', 'in', 'nature']",[7],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'know', 'where', 'worms', 'come', 'from']","[2, 6, 7]",3
"['yes', 'i', 'want', 'to', 'know', 'where', 'worms', 'come', 'from']",[6],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'learn', 'where', 'to', 'purchase', 'fishing', 'bait']","[2, 4, 9]",3
"['no', 'i', 'am', 'interested', 'in', 'worms', 'that', 'are', 'in', 'nature']","[3, 5, 9]",3
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['would', 'you', 'like', 'to', 'know', 'what', 'a', 'conficker', 'is']",[0],1
"['tell', 'me', 'about', 'how', 'worms', 'interact', 'with', 'their', 'environment']",[4],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['more', 'just', 'genreal', 'information', 'on', 'worms']",[5],1
"['find', 'information', 'about', 'worms', 'in', 'nature']","[0, 3]",2
"['are', 'you', 'interested', 'in', 'the', 'computer', 'game', 'worms']",[7],1
"['no', 'live', 'worms']","[1, 2]",2
"['find', 'information', 'about', 'worms', 'in', 'nature']","[0, 3]",2
"['are', 'you', 'looking', 'for', 'information', 'about', 'computer', 'viruses']",[2],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['are', 'you', 'looking', 'for', 'information', 'on', 'the', 'life', 'cycle', 'of', 'worms']","[2, 7, 10]",3
"['yes', 'i', 'am', 'looking', 'into', 'worms', 'in', 'nature']",[5],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['are', 'you', 'trying', 'to', 'find', 'out', 'what', 'worms', 'eat']","[4, 7, 8]",3
"['yes', 'what', 'do', 'worms', 'that', 'are', 'in', 'nature', 'eat', 'where', 'do', 'they', 'sleep', 'how', 'do', 'they', 'live', 'in', 'the', 'wild']","[3, 16]",2
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'find', 'out', 'about', 'the', 'animal', 'worm', 'or', 'a', 'why', 'a', 'person', 'is', 'called', 'a', 'worm']","[9, 16]",2
"['about', 'the', 'animal', 'worm']",[3],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'know', 'about', 'worm', 'castings']","[2, 6]",2
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['do', 'you', 'want', 'to', 'know', 'about', 'worms', 'in', 'dogs']","[6, 8]",2
"['i', 'was', 'wanting', 'to', 'know', 'about', 'how', 'worms', 'interact', 'with', 'nature']",[7],1
"['find', 'information', 'about', 'worms', 'in', 'nature']",[3],1
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[0, 9]",2
"['are', 'you', 'interested', 'in', 'what', 'their', 'job', 'duties', 'are']",[2],1
"['no', 'i', 'am', 'interested', 'in', 'information', 'about', 'the', 'supporters', 'of', 'the', 'us', 'border', 'patrol', 'in', 'texas']",[5],1
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[4, 9]",2
"['no', 'i', 'would', 'like', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[7, 10, 11]",3
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[4, 9]",2
"['would', 'you', 'like', 'to', 'know', 'how', 'many', 'there', 'are']",[6],1
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[4, 9]",2
"['are', 'you', 'looking', 'for', 'a', 'specific', 'web', 'page']",[6],1
"['yes', 'i', 'am', 'looking', 'for', 'the', 'homepage', 'for', 'supporters', 'of', 'us', 'border', 'patrol', 'in', 'texas']","[8, 11]",2
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[4, 9]",2
"['are', 'you', 'trying', 'to', 'find', 'out', 'if', 'they', 'can', 'use', 'deadly', 'force']",[2],1
"['no', 'i', 'want', 'to', 'find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[2, 8, 12]",3
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[4, 9]",2
"['do', 'you', 'want', 'a', 'phone', 'number', 'to', 'call']",[4],1
"['yes', 'and', 'the', 'homepage', 'for', 'the', 'supporters', 'of', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[6, 9, 10]",3
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[0, 4, 9]",3
"['do', 'you', 'want', 'to', 'know', 'information', 'about', 'the', 'patrol']",[5],1
"['no', 'im', 'looking', 'for', 'a', 'web', 'site']","[1, 5]",2
"['find', 'the', 'homepage', 'for', 'supporters', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[4, 9]",2
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['are', 'you', 'interested', 'in', 'what', 'their', 'job', 'duties', 'are']",[6],1
"['yes', 'but', 'from', 'a', 'big', 'picture', 'standpoint', 'of', 'their', 'overall', 'job', 'description']","[6, 9]",2
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['do', 'you', 'want', 'to', 'report', 'an', 'incident']",[4],1
"['no', 'i', 'would', 'like', 'the', 'mission', 'of', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[2, 9, 10]",3
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['would', 'you', 'like', 'to', 'know', 'how', 'many', 'there', 'are']","[2, 6]",2
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['do', 'you', 'want', 'a', 'phone', 'number', 'to', 'call']",[5],1
"['yes', 'i', 'want', 'a', 'number', 'to', 'border', 'control']","[4, 6, 7]",3
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['do', 'you', 'want', 'to', 'know', 'information', 'about', 'the', 'patrol']",[8],1
"['yes', 'i', 'want', 'to', 'learn', 'about', 'the', 'border', 'patrols', 'mission', 'in', 'texas']","[4, 7, 8]",3
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['no', 'i', 'am', 'interested', 'in', 'the', 'mission', 'of', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[6, 10, 11]",3
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10]",2
"['no', 'i', 'want', 'to', 'know', 'any', 'information', 'on', 'what', 'exactly', 'is', 'the', 'mission', 'descriptionof', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[12, 16, 17]",3
"['find', 'information', 'on', 'the', 'mission', 'of', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[9, 10, 12]",3
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[3, 11, 13]",3
"['would', 'you', 'like', 'to', 'know', 'how', 'many', 'there', 'are']","[4, 6]",2
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[3, 10, 11]",3
"['are', 'you', 'trying', 'to', 'find', 'out', 'if', 'they', 'can', 'use', 'deadly', 'force']","[2, 10, 11]",3
"['no', 'i', 'want', 'to', 'work', 'for', 'them']",[4],1
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']",[13],1
"['do', 'you', 'want', 'to', 'know', 'how', 'to', 'become', 'one']","[4, 7]",2
"['yes', 'i', 'would', 'like', 'to', 'know', 'how', 'to', 'get', 'a', 'job', 'with', 'the', 'texas', 'border', 'patrol']","[0, 13, 15]",3
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[3, 11, 13]",3
"['do', 'you', 'want', 'to', 'know', 'information', 'about', 'the', 'patrol']","[4, 5, 8]",3
"['yes', 'i', 'want', 'to', 'get', 'a', 'job', 'at', 'texas', 'border', 'patrol']","[0, 4, 10]",3
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']",[13],1
"['no', 'i', 'want', 'to', 'find', 'out', 'how', 'what', 'gets', 'hired', 'to', 'work', 'for', 'the', 'us', 'border', 'patrol', 'in', 'texas']","[4, 16]",2
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[10, 11, 13]",3
"['do', 'you', 'want', 'to', 'know', 'where', 'their', 'headquarters', 'is', 'located']","[4, 7, 9]",3
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'gain', 'employment', 'from', 'them']",[4],1
"['how', 'do', 'i', 'get', 'a', 'job', 'with', 'the', 'u', 's', 'border', 'patrol', 'in', 'texas']","[3, 10, 13]",3
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[0, 3, 5]",3
"['are', 'you', 'interested', 'in', 'ways', 'to', 'fix', 'problems', 'flushing', 'the', 'toilet']",[6],1
"['no', 'am', 'interested', 'in', 'the', 'city', 'named', 'flushing']",[7],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 5, 9]",3
"['which', 'battle', 'would', 'you', 'like', 'to', 'learn', 'about', 'how', 'the', 'technique', 'of', 'flushing', 'was', 'used']","[6, 12]",2
"['no', 'i', 'am', 'looking', 'for', 'a', 'specific', 'location']",[6],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[0, 3, 8]",3
"['would', 'you', 'like', 'directions', 'to', 'flushing', 'new', 'york']","[2, 5]",2
"['no', 'i', 'need', 'information']",[2],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 8]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'blushing']",[2],1
"['no', 'i', 'said', 'flushing', 'not', 'blushing', 'flushing', 'ny']","[3, 7]",2
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 8]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'plumbing', 'mechanisms', 'of', 'flushing']","[4, 10]",2
"['this', 'is', 'not', 'related', 'to', 'my', 'search']",[3],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 5, 8]",3
"['would', 'you', 'like', 'to', 'see', 'diagrams', 'of', 'how', 'a', 'toilet', 'flushes']",[10],1
"['no', 'i', 'am', 'not', 'intrested', 'in', 'this', 'information']",[7],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']",[3],1
"['are', 'you', 'looking', 'for', 'a', 'directions', 'to', 'the', 'new', 'york', 'hall', 'of', 'science', 'in', 'flushing', 'meadows', 'corona', 'park']","[2, 5, 14]",3
"['no', 'i', 'want', 'information', 'on', 'flushing', 'ny']",[2],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 8]",2
"['are', 'you', 'looking', 'for', 'a', 'specific', 'product', 'in', 'flushing', 'queens']","[5, 8]",2
"['no', 'just', 'information', 'about', 'the', 'flishing', 'neighborhood', 'in', 'queens']",[6],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']",[3],1
"['are', 'you', 'referring', 'to', 'flushing', 'new', 'york']",[4],1
['yes'],[0],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']",[3],1
"['arey', 'you', 'conerned', 'about', 'someones', 'face', 'becoming', 'red']","[0, 2]",2
"['no', 'im', 'talking', 'about', 'the', 'neighborhood', 'in', 'new', 'york', 'city']","[5, 7, 8]",3
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 5, 9]",3
"['do', 'you', 'want', 'to', 'know', 'why', 'your', 'face', 'is', 'flushing']",[9],1
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[0, 3, 7]",3
"['what', 'aspect', 'of', 'the', 'flushing', 'remostrance', 'would', 'you', 'like', 'to', 'learn', 'more', 'about']",[1],1
"['i', 'need', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[4, 6]",2
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 8]",2
"['what', 'flushing', 'are', 'you', 'interested', 'in', 'toilet', 'or', 'facial']",[1],1
"['no', 'i', 'am', 'looking', 'for', 'a', 'location', 'in', 'the', 'east', 'coast']","[6, 10]",2
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 8]",2
"['what', 'items', 'are', 'you', 'interested', 'in', 'flushing', 'down', 'the', 'toilet']",[6],1
"['none', 'i', 'am', 'looking', 'for', 'a', 'place']","[0, 6]",2
"['find', 'information', 'about', 'flushing', 'a', 'neighborhood', 'in', 'new', 'york', 'city']","[3, 8]",2
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[6, 7]",2
"['are', 'you', 'interested', 'in', 'ways', 'to', 'fix', 'problems', 'flushing', 'the', 'toilet']",[8],1
"['find', 'information', 'about', 'causes', 'of', 'excessive', 'facial', 'flushing']","[3, 5, 7]",3
"['which', 'battle', 'would', 'you', 'like', 'to', 'learn', 'about', 'how', 'the', 'technique', 'of', 'flushing', 'was', 'used']","[2, 12]",2
